hour	min	Weekday	Lat	Lon
0	03	3	40.7366	-73.9906
0	09	3	40.726	-73.9918
0	12	3	40.7209	-74.0507
0	12	3	40.7387	-73.9856
0	12	3	40.7323	-74.0077
0	13	3	40.7349	-74.0033
0	15	3	40.7279	-73.9542
0	17	3	40.721	-73.9937
0	19	3	40.7195	-74.006
0	20	3	40.7448	-73.9799
0	21	3	40.7399	-74.0057
0	25	3	40.7651	-73.9683
0	27	3	40.7354	-74.0081
0	29	3	40.7339	-74.0028
0	29	3	40.7364	-74.0301
0	29	3	40.7364	-74.0301
0	30	3	40.7252	-73.9516
0	30	3	40.7433	-73.986
0	34	3	40.7437	-73.9884
0	36	3	40.7406	-74.0077
0	48	3	40.7421	-74.0002
0	52	3	40.7394	-74.0069
0	53	3	40.7153	-73.9666
0	54	3	40.6888	-73.9853
0	54	3	40.7194	-74.0428
0	55	3	40.7562	-73.9714
0	58	3	40.7601	-73.9839
1	01	3	40.7585	-73.9732
1	08	3	40.7711	-73.9832
1	09	3	40.7133	-74.0092
1	11	3	40.7222	-73.9588
1	19	3	40.7399	-74.0024
1	22	3	40.6545	-74.0017
1	22	3	40.6879	-74.1812
1	30	3	40.7151	-74.0077
1	33	3	40.7405	-73.989
1	41	3	40.7639	-73.9743
1	43	3	40.7416	-74.0039
1	44	3	40.6878	-74.1821
1	44	3	40.6878	-74.1821
1	49	3	40.71	-74.0055
1	49	3	40.7132	-73.9585
2	11	3	40.6949	-74.1779
2	11	3	40.7616	-73.9843
2	25	3	40.7555	-73.9838
2	30	3	40.7137	-73.9961
2	48	3	40.7547	-73.9686
2	53	3	40.7581	-73.9996
2	56	3	40.7214	-73.9938
2	59	3	40.7211	-73.9878
3	03	3	40.7563	-73.9923
3	05	3	40.7372	-74.0022
3	14	3	40.7672	-73.9668
3	26	3	40.7208	-73.9974
3	28	3	40.7436	-73.9943
3	28	3	40.7418	-74.0054
3	33	3	40.7259	-73.9835
3	36	3	40.7511	-73.9823
3	39	3	40.7647	-73.9586
3	43	3	40.7589	-73.9941
3	53	3	40.7184	-73.9872
3	55	3	40.7138	-73.9943
3	57	3	40.7778	-73.9796
4	03	3	40.7944	-73.9662
4	06	3	40.7643	-73.9958
4	12	3	40.8072	-73.9674
4	16	3	40.7748	-73.991
4	16	3	40.7621	-73.9719
4	19	3	40.7822	-73.9598
4	21	3	40.7564	-73.9682
4	23	3	40.7348	-74.0004
4	27	3	40.7733	-73.9667
4	30	3	40.7577	-73.9746
4	33	3	40.7284	-74.0558
4	43	3	40.7595	-73.962
4	46	3	40.6469	-73.7904
5	00	3	40.6488	-73.783
5	04	3	40.6449	-73.7821
5	10	3	40.7422	-73.9918
5	13	3	40.7661	-73.9465
5	14	3	40.6795	-73.9761
5	20	3	40.787	-73.9693
5	24	3	40.6443	-73.7821
5	30	3	40.7172	-74.0016
5	31	3	40.7448	-73.9337
5	32	3	40.7255	-74.0054
5	32	3	40.7211	-74.0043
5	34	3	40.7206	-73.9954
5	38	3	40.7408	-73.9896
5	38	3	40.7408	-73.9896
5	42	3	40.7371	-74.0019
5	49	3	40.6833	-73.9817
5	50	3	40.767	-73.971
5	51	3	40.7136	-74.0085
5	52	3	40.7515	-74.0033
5	52	3	40.7677	-73.9928
5	55	3	40.7442	-73.9744
5	58	3	40.7424	-73.9974
6	02	3	40.7244	-73.9787
6	04	3	40.7638	-73.9639
6	04	3	40.7566	-73.9654
6	07	3	40.7276	-73.9959
6	08	3	40.7442	-74.0077
6	09	3	40.7247	-74.0005
6	09	3	40.7247	-73.9836
6	10	3	40.7404	-74.0037
6	10	3	40.7792	-73.9468
6	13	3	40.7309	-74.0052
6	13	3	40.7614	-73.9622
6	14	3	40.7561	-73.9703
6	14	3	40.6935	-73.98
6	15	3	40.7447	-73.9891
6	20	3	40.7054	-74.0075
6	24	3	40.7695	-73.9575
6	24	3	40.6754	-73.872
6	29	3	40.7659	-73.9167
6	29	3	40.7448	-73.9947
6	29	3	40.7241	-73.9784
6	31	3	40.6691	-73.9422
6	32	3	40.7234	-74.0096
6	34	3	40.7236	-74.0109
6	35	3	40.9308	-73.8488
6	35	3	40.7649	-73.9833
6	36	3	40.7704	-73.9646
6	36	3	40.7198	-74.0075
6	39	3	40.6847	-73.9712
6	39	3	40.6949	-74.1771
6	40	3	40.673	-73.9866
6	43	3	40.6448	-73.7822
6	43	3	40.7434	-73.9744
6	43	3	40.9464	-73.726
6	45	3	40.7245	-73.992
6	45	3	40.717	-74.0124
6	46	3	40.763	-73.976
6	46	3	40.7808	-73.9488
6	48	3	40.9086	-73.9463
6	50	3	40.796	-73.9498
6	51	3	40.758	-73.9849
6	51	3	40.7855	-73.9803
6	52	3	40.7215	-74.0042
6	55	3	40.7769	-73.9533
6	55	3	40.7451	-73.9886
6	56	3	40.7328	-73.9877
6	57	3	40.7441	-73.9714
6	58	3	40.724	-73.9783
6	58	3	40.775	-73.9894
7	01	3	40.7638	-73.9638
7	02	3	40.6485	-73.9608
7	02	3	40.7196	-74.0063
7	03	3	40.7425	-73.9777
7	04	3	40.7949	-73.9483
7	05	3	40.7287	-73.9857
7	05	3	40.6674	-73.8835
7	06	3	40.7399	-73.9865
7	08	3	40.7104	-74.0067
7	12	3	40.6879	-74.1816
7	14	3	40.7221	-73.9852
7	15	3	40.7313	-74.0099
7	15	3	40.7495	-73.9908
7	16	3	40.7109	-74.0059
7	17	3	40.7622	-73.9793
7	18	3	40.7634	-73.9093
7	22	3	40.7368	-73.9857
7	25	3	40.784	-73.9739
7	25	3	40.7394	-73.9943
7	29	3	40.775	-73.9612
7	30	3	40.7377	-73.9796
7	30	3	40.7587	-73.982
7	35	3	40.7387	-74.0083
7	36	3	40.7767	-73.9566
7	38	3	40.7651	-73.9752
7	39	3	40.7658	-73.9265
7	39	3	40.7398	-73.9854
7	39	3	40.7776	-73.9745
7	39	3	40.7756	-73.9824
7	40	3	40.7409	-73.9876
7	40	3	40.7171	-73.8001
7	42	3	40.6851	-73.981
7	43	3	40.7757	-73.9559
7	45	3	40.7271	-73.9796
7	45	3	40.7771	-73.9779
7	45	3	40.9614	-73.8648
7	46	3	40.7409	-73.9979
7	50	3	40.7244	-74.001
7	50	3	40.7671	-73.9794
7	52	3	40.7882	-73.9673
7	58	3	40.7445	-73.9944
7	58	3	40.7218	-73.9873
7	58	3	40.7246	-73.9819
7	59	3	40.7766	-73.9528
7	59	3	40.7262	-73.9912
8	04	3	40.7328	-73.9937
8	05	3	40.7618	-73.9771
8	07	3	40.7775	-73.9505
8	08	3	40.7223	-74.0111
8	09	3	40.6939	-73.9833
8	10	3	40.7893	-73.9775
8	10	3	40.7412	-74.005
8	12	3	40.7685	-73.8624
8	13	3	40.6756	-73.9855
8	13	3	40.7248	-73.9807
8	13	3	40.7602	-73.9836
8	14	3	40.7758	-73.9538
8	14	3	40.799	-73.9595
8	15	3	40.7197	-74.0102
8	19	3	40.7361	-74.0044
8	19	3	40.6875	-73.9736
8	20	3	40.7779	-73.9796
8	21	3	40.757	-73.9826
8	22	3	40.7106	-73.9657
8	22	3	40.6913	-73.9899
8	22	3	40.7193	-73.983
8	22	3	40.7828	-73.9779
8	23	3	40.776	-73.9528
8	24	3	40.7384	-73.9835
8	25	3	40.7465	-73.9559
8	25	3	40.7926	-73.9732
8	28	3	40.7806	-73.9578
8	28	3	40.7627	-73.9711
8	29	3	40.7238	-73.9911
8	30	3	40.7691	-73.9814
8	36	3	40.7205	-74.0085
8	37	3	40.7685	-73.9846
8	38	3	40.7387	-74.0095
8	39	3	40.7784	-73.9483
8	40	3	40.6801	-73.9544
8	41	3	40.7865	-73.972
8	42	3	40.7523	-73.9876
8	44	3	40.7255	-73.9407
8	45	3	40.7374	-73.9854
8	45	3	40.7016	-73.952
8	46	3	40.772	-73.9514
8	50	3	40.7708	-73.9509
8	51	3	40.8254	-74.274
8	53	3	40.7634	-73.985
8	54	3	40.7273	-73.9954
8	54	3	40.7349	-73.9887
8	54	3	40.7401	-73.9968
8	56	3	40.7117	-74.008
8	57	3	40.7739	-73.8718
8	59	3	40.7839	-73.9719
8	59	3	40.7578	-73.9892
9	01	3	40.7586	-73.9671
9	01	3	40.7529	-73.9836
9	03	3	40.7532	-73.8901
9	06	3	40.7248	-73.9986
9	08	3	40.7472	-73.9898
9	09	3	40.7411	-74.0013
9	13	3	40.733	-73.9884
9	15	3	40.7451	-73.9941
9	17	3	40.7458	-73.9945
9	17	3	40.7536	-73.9752
9	18	3	40.7099	-74.0071
9	19	3	40.7277	-74.0082
9	20	3	40.6916	-73.9705
9	20	3	40.7219	-74.0031
9	21	3	40.7499	-73.9814
9	22	3	40.7394	-73.9938
9	23	3	40.7386	-73.9996
9	23	3	40.7499	-73.9721
9	24	3	40.7187	-73.9862
9	25	3	40.7835	-73.9731
9	27	3	40.756	-73.9869
9	27	3	40.7005	-73.9253
9	31	3	40.7048	-74.0138
9	31	3	40.7042	-74.0118
9	36	3	40.772	-73.9512
9	38	3	40.722	-73.8791
9	39	3	40.7278	-73.9946
9	39	3	40.7669	-73.9695
9	42	3	40.7268	-74.0021
9	42	3	40.725	-73.9905
9	43	3	40.7134	-73.9779
9	45	3	40.7688	-73.9936
9	46	3	40.765	-73.9626
9	48	3	40.646	-73.7767
9	49	3	40.7654	-73.9756
9	49	3	40.7152	-73.9519
9	55	3	40.7667	-73.9688
9	56	3	40.6449	-73.7819
9	57	3	40.7563	-73.9943
9	57	3	40.7638	-73.9733
9	59	3	40.7143	-73.8312
10	00	3	40.7256	-74.0055
10	00	3	40.7734	-73.963
10	03	3	40.7558	-73.9728
10	04	3	40.7247	-73.9984
10	05	3	40.7064	-74.006
10	05	3	40.7248	-73.8575
10	06	3	40.7329	-74.0073
10	08	3	40.7359	-73.9978
10	09	3	40.7332	-73.9812
10	10	3	40.7217	-74.0081
10	12	3	40.7567	-73.9731
10	14	3	40.726	-74.0012
10	16	3	40.7547	-74.0064
10	19	3	40.7559	-73.9902
10	22	3	40.7562	-73.9641
10	23	3	40.7485	-73.9822
10	25	3	40.7028	-74.0093
10	26	3	40.7179	-74.0041
10	29	3	40.7215	-74.0106
10	30	3	40.7168	-74.0049
10	30	3	40.8506	-73.6118
10	31	3	40.7848	-73.9825
10	31	3	40.7665	-73.9706
10	31	3	40.7529	-73.9872
10	32	3	40.761	-73.9685
10	32	3	40.7401	-73.9917
10	34	3	40.7616	-73.9747
10	38	3	40.7625	-73.9964
10	39	3	40.7867	-73.9778
10	39	3	40.7535	-73.976
10	40	3	40.7746	-73.9581
10	41	3	40.74	-74.001
10	41	3	40.6903	-74.1778
10	43	3	40.7607	-73.999
10	44	3	40.7482	-74.0001
10	45	3	40.7538	-73.9912
10	46	3	40.7538	-73.968
10	47	3	40.7626	-73.9882
10	48	3	40.768	-73.9314
10	52	3	40.7506	-73.9834
10	53	3	40.7334	-73.9858
10	54	3	40.7137	-74.0117
10	55	3	40.7535	-73.9948
10	55	3	40.7028	-73.9897
10	57	3	40.6954	-73.9844
11	00	3	40.7818	-73.9771
11	02	3	40.7198	-73.995
11	06	3	40.7142	-74.0099
11	07	3	40.7164	-74.0152
11	07	3	40.7666	-73.967
11	08	3	40.7701	-73.8667
11	08	3	40.7684	-73.8622
11	11	3	40.7763	-73.9897
11	11	3	40.7763	-73.9897
11	13	3	40.7507	-73.9862
11	15	3	40.6929	-73.9727
11	16	3	40.7411	-73.9837
11	17	3	40.7486	-73.987
11	17	3	40.7557	-73.971
11	17	3	40.7596	-73.9725
11	19	3	40.7514	-73.9761
11	19	3	40.7254	-74.0093
11	20	3	40.7214	-73.9972
11	22	3	40.7421	-73.9904
11	23	3	40.7135	-74.0093
11	23	3	40.7643	-73.9694
11	23	3	40.765	-73.9792
11	24	3	40.7593	-73.9862
11	24	3	40.7746	-73.9843
11	24	3	40.7746	-73.9843
11	26	3	40.7166	-74.0164
11	26	3	40.7388	-73.9892
11	26	3	40.7136	-74.012
11	27	3	40.7222	-73.9887
11	27	3	40.7627	-73.9679
11	29	3	40.7697	-73.9486
11	30	3	40.7075	-74.0101
11	30	3	40.7508	-73.9851
11	31	3	40.7318	-74.0035
11	34	3	40.7284	-74.0071
11	35	3	40.7797	-73.9462
11	36	3	40.7442	-73.992
11	37	3	40.5001	-74.3532
11	37	3	40.769	-73.9613
11	38	3	40.7643	-73.9707
11	38	3	40.7297	-74.0084
11	40	3	40.7711	-73.9819
11	42	3	40.7751	-73.9635
11	42	3	40.7373	-74.0083
11	45	3	40.7566	-73.9801
11	45	3	40.7448	-73.9922
11	46	3	40.785	-73.9557
11	46	3	40.7296	-73.9871
11	47	3	40.774	-73.8726
11	50	3	40.7543	-73.9873
11	52	3	40.7454	-73.9805
11	55	3	40.7223	-74.0004
11	56	3	40.7324	-73.9852
11	56	3	40.72	-74.0399
11	56	3	40.756	-73.9793
11	57	3	40.7664	-73.9688
11	57	3	40.7557	-73.9739
11	57	3	40.7595	-73.9748
11	58	3	40.7753	-73.9629
11	58	3	40.7367	-73.9889
11	59	3	40.7264	-73.997
11	59	3	40.8888	-73.1226
11	59	3	40.742	-73.9936
12	04	3	40.7137	-74.0107
12	05	3	40.7686	-73.8625
12	05	3	40.7845	-73.9542
12	06	3	40.7152	-74.0021
12	07	3	40.7102	-74.0044
12	08	3	40.7524	-73.9784
12	09	3	40.7547	-73.9878
12	11	3	40.7658	-73.9545
12	11	3	40.7215	-74.0017
12	11	3	40.6783	-73.9717
12	14	3	40.688	-74.1832
12	14	3	40.8078	-73.9435
12	14	3	40.7333	-73.9763
12	15	3	40.7573	-73.9779
12	16	3	40.7571	-73.9736
12	17	3	40.7192	-74.0352
12	17	3	40.7045	-74.0083
12	18	3	40.7207	-74.0064
12	19	3	40.7416	-74.0071
12	20	3	40.6214	-73.9129
12	21	3	40.7695	-73.9916
12	23	3	40.738	-73.9922
12	23	3	40.7386	-73.9977
12	24	3	40.7606	-73.9849
12	25	3	40.7038	-74.0083
12	26	3	40.6484	-73.7831
12	26	3	40.7638	-73.9746
12	29	3	40.762	-73.9663
12	29	3	40.6466	-73.7896
12	33	3	40.6875	-73.9569
12	35	3	40.725	-73.2527
12	37	3	40.6435	-73.7898
12	39	3	40.7123	-73.9954
12	40	3	40.743	-73.981
12	42	3	40.7133	-73.952
12	43	3	40.7563	-73.9731
12	43	3	40.7217	-73.9934
12	46	3	40.7226	-74.0024
12	46	3	40.7301	-73.9853
12	47	3	40.7056	-74.0077
12	48	3	40.7607	-73.9735
12	50	3	40.7467	-74.0015
12	50	3	40.7849	-73.9821
12	50	3	40.7302	-73.9835
12	50	3	40.7636	-73.973
12	51	3	40.716	-73.9931
12	54	3	40.6883	-74.1813
12	54	3	40.6883	-74.1813
12	56	3	40.7578	-73.9752
12	56	3	40.754	-73.9794
12	57	3	40.7643	-73.9545
12	58	3	40.7794	-73.9579
12	58	3	40.6686	-73.9901
12	59	3	40.7764	-73.9083
12	59	3	40.7518	-73.9784
13	02	3	40.7382	-74.0092
13	03	3	40.7247	-73.9987
13	03	3	40.7541	-73.998
13	04	3	40.7662	-73.968
13	05	3	40.713	-73.9442
13	07	3	40.7561	-73.9729
13	08	3	40.7506	-73.9945
13	08	3	40.7155	-73.9983
13	11	3	40.7545	-73.9688
13	11	3	40.7381	-74.0045
13	13	3	40.7525	-73.9819
13	14	3	40.6912	-74.1773
13	15	3	40.6951	-74.1794
13	15	3	40.6951	-74.1794
13	16	3	40.7236	-73.8502
13	16	3	40.7241	-74.0094
13	16	3	40.751	-73.9848
13	17	3	40.7894	-73.0977
13	19	3	40.7486	-73.9886
13	20	3	40.7075	-73.9498
13	21	3	40.7741	-73.963
13	21	3	40.7337	-73.9979
13	21	3	40.8925	-73.819
13	23	3	40.7454	-73.9887
13	23	3	40.721	-74.032
13	23	3	40.7274	-73.9846
13	24	3	40.8225	-73.9549
13	25	3	40.7578	-73.9716
13	25	3	40.7101	-73.9625
13	25	3	40.7586	-73.977
13	27	3	40.71	-73.9625
13	29	3	40.7583	-73.9764
13	30	3	40.7429	-73.9802
13	31	3	40.746	-74.0019
13	31	3	40.7517	-73.9706
13	32	3	40.746	-73.9826
13	35	3	40.7785	-73.9781
13	37	3	40.7589	-73.9796
13	37	3	40.7242	-74.0022
13	38	3	40.759	-73.9958
13	39	3	40.7213	-73.9979
13	40	3	40.7173	-74.0014
13	41	3	40.7362	-73.9933
13	42	3	40.7693	-73.8671
13	43	3	40.7511	-73.9733
13	44	3	40.742	-73.9904
13	46	3	40.7746	-73.9594
13	47	3	40.7408	-73.9971
13	47	3	40.704	-73.9868
13	49	3	40.7409	-73.992
13	51	3	40.6466	-73.7897
13	51	3	40.6887	-73.9825
13	53	3	40.7777	-73.9568
13	54	3	40.6834	-73.7145
13	55	3	40.7511	-73.9791
13	55	3	40.7666	-73.9816
13	55	3	40.7237	-74.0028
13	56	3	40.7203	-73.9998
13	56	3	40.7786	-73.9883
13	57	3	40.7601	-73.9717
13	57	3	40.7253	-73.9979
13	57	3	40.7622	-73.97
13	57	3	40.7452	-73.9826
14	00	3	40.6462	-73.7771
14	01	3	40.7287	-74.0054
14	03	3	40.7327	-73.9778
14	04	3	40.7245	-73.9926
14	05	3	40.7299	-73.9584
14	10	3	40.7269	-73.9953
14	12	3	40.7394	-73.9979
14	12	3	40.7255	-74.0099
14	14	3	40.7415	-73.9915
14	14	3	40.7584	-73.9729
14	14	3	40.7608	-73.9671
14	16	3	40.7097	-74.0141
14	17	3	40.7472	-73.9897
14	18	3	40.7449	-73.9844
14	19	3	40.7363	-73.8087
14	20	3	40.6713	-73.7423
14	20	3	40.7854	-73.9514
14	20	3	40.7183	-74.0055
14	22	3	40.6467	-73.7895
14	22	3	40.7665	-73.9802
14	23	3	40.7244	-73.6406
14	23	3	40.7295	-74.0022
14	24	3	40.7543	-73.9799
14	24	3	40.7514	-73.9939
14	24	3	40.7246	-73.9973
14	25	3	40.7666	-73.9884
14	26	3	40.7727	-73.9786
14	27	3	40.7741	-73.873
14	28	3	40.75	-73.9816
14	29	3	40.7609	-73.9872
14	29	3	40.7247	-73.9988
14	29	3	40.7406	-74.0079
14	29	3	40.7406	-74.0079
14	30	3	40.7644	-73.9713
14	31	3	40.7053	-74.0075
14	31	3	40.7462	-74.0047
14	31	3	40.7529	-73.9651
14	32	3	40.7601	-73.9683
14	33	3	40.7187	-73.9976
14	33	3	40.7451	-73.9771
14	35	3	40.7767	-73.9639
14	35	3	40.7082	-74.0061
14	35	3	40.6742	-73.9745
14	37	3	40.7565	-73.9801
14	38	3	40.7029	-74.0135
14	39	3	40.7678	-73.9684
14	39	3	40.7402	-73.9948
14	40	3	40.7419	-74.0074
14	40	3	40.7763	-73.9579
14	41	3	40.7162	-74.0076
14	41	3	40.7722	-73.9671
14	41	3	40.7591	-73.9768
14	42	3	40.7507	-73.9772
14	42	3	40.7543	-73.9634
14	47	3	40.7242	-74.0078
14	47	3	40.7426	-74.007
14	48	3	40.7511	-73.9812
14	49	3	40.7488	-73.9737
14	50	3	40.7655	-73.9681
14	51	3	40.7565	-73.9784
14	54	3	40.7615	-73.9711
14	54	3	40.7519	-73.9936
14	55	3	40.7027	-74.014
14	56	3	40.756	-73.9827
14	57	3	41.0733	-73.9489
14	59	3	40.7233	-74.0029
15	00	3	40.7696	-74.2637
15	01	3	40.7138	-73.9618
15	01	3	40.7512	-73.9827
15	02	3	40.759	-73.9776
15	03	3	40.758	-73.9713
15	03	3	40.6919	-73.9817
15	04	3	40.7621	-73.9842
15	04	3	40.7099	-74.0092
15	05	3	40.763	-73.9732
15	06	3	40.7653	-73.9639
15	07	3	40.7641	-73.9705
15	08	3	40.7769	-73.9779
15	08	3	40.7168	-74.0062
15	09	3	40.7621	-73.9787
15	10	3	40.7589	-73.9771
15	10	3	40.7425	-73.9829
15	10	3	40.7781	-73.9628
15	11	3	40.7557	-73.9779
15	12	3	40.7542	-73.9788
15	12	3	40.7297	-73.9933
15	14	3	40.7336	-73.9859
15	14	3	40.792	-73.9754
15	14	3	40.7566	-73.9763
15	16	3	40.7667	-73.9787
15	16	3	40.7382	-74.0002
15	17	3	40.7607	-73.9613
15	17	3	40.7205	-74.0013
15	18	3	40.762	-73.9899
15	19	3	40.7442	-73.9825
15	19	3	40.7766	-73.9606
15	20	3	40.7601	-73.9719
15	21	3	40.7277	-73.9871
15	21	3	40.6838	-73.8068
15	23	3	40.7743	-73.8737
15	23	3	40.792	-74.2258
15	23	3	40.7428	-73.9804
15	24	3	40.7545	-73.9866
15	26	3	40.7496	-73.9874
15	27	3	40.7605	-73.9737
15	28	3	40.734	-74.0072
15	28	3	40.8004	-73.9468
15	28	3	40.7543	-73.9769
15	29	3	40.7797	-73.9557
15	29	3	40.7728	-73.9638
15	30	3	40.7792	-73.9623
15	31	3	40.7386	-73.9843
15	33	3	40.7418	-73.9859
15	33	3	40.7815	-73.9519
15	33	3	40.7452	-73.9517
15	33	3	40.743	-73.9811
15	33	3	40.7478	-73.9413
15	33	3	40.7658	-73.955
15	35	3	40.7603	-73.9741
15	35	3	40.7282	-73.9988
15	37	3	40.7585	-73.9869
15	37	3	40.7234	-74.0062
15	37	3	40.6539	-73.9546
15	37	3	40.73	-73.997
15	38	3	40.7235	-74.0095
15	38	3	40.7571	-73.9717
15	39	3	40.7599	-73.9725
15	39	3	40.7905	-73.9757
15	40	3	40.7584	-73.9766
15	40	3	40.7536	-73.9753
15	40	3	40.7093	-74.0136
15	40	3	40.7672	-73.844
15	41	3	40.7562	-74.0018
15	42	3	40.7458	-73.9906
15	42	3	40.7472	-74.0009
15	42	3	40.7743	-73.963
15	43	3	40.7614	-73.983
15	43	3	40.7614	-73.983
15	43	3	40.6882	-74.1817
15	43	3	40.7827	-73.9485
15	44	3	40.7728	-73.9667
15	44	3	40.7548	-73.977
15	45	3	40.7275	-73.9925
15	47	3	40.714	-74.0146
15	47	3	40.6451	-73.792
15	47	3	40.731	-73.9876
15	47	3	40.7593	-73.9805
15	47	3	40.7618	-73.981
15	47	3	40.7683	-73.9529
15	48	3	40.7615	-73.9669
15	48	3	40.7653	-73.9637
15	48	3	40.7695	-73.9827
15	49	3	40.75	-73.9904
15	51	3	40.7351	-74.0025
15	51	3	40.7474	-73.9916
15	51	3	40.7576	-73.978
15	52	3	40.7409	-73.9921
15	53	3	40.707	-74.0067
15	54	3	40.7633	-73.9739
15	54	3	40.7623	-73.9825
15	54	3	40.7215	-74.0044
15	54	3	40.7285	-74.0113
15	54	3	40.76	-73.976
15	55	3	40.7385	-74.0018
15	56	3	40.7698	-73.9612
15	56	3	40.7698	-73.9612
15	57	3	40.7427	-73.9875
15	58	3	40.7542	-73.9784
15	59	3	40.7458	-73.9891
16	02	3	40.7318	-73.995
16	03	3	40.7546	-73.9814
16	05	3	40.7728	-73.9896
16	06	3	40.7503	-73.9752
16	06	3	40.732	-73.9922
16	06	3	40.7558	-74.0023
16	07	3	40.7618	-73.9726
16	07	3	40.7487	-74.0037
16	07	3	40.7424	-74.0005
16	08	3	40.7451	-73.9854
16	08	3	40.7422	-73.9856
16	08	3	40.7255	-74.0039
16	08	3	40.7541	-73.9978
16	11	3	40.7276	-74.003
16	11	3	40.671	-73.9797
16	12	3	40.7726	-73.9669
16	12	3	40.7772	-73.9593
16	12	3	40.675	-74.0179
16	13	3	40.7197	-73.9644
16	13	3	40.7421	-74.0045
16	14	3	40.7502	-73.9948
16	14	3	40.6445	-73.7821
16	14	3	40.7385	-73.987
16	15	3	40.7521	-73.9893
16	16	3	40.7567	-73.9703
16	16	3	40.7633	-73.9964
16	16	3	40.7642	-73.9554
16	16	3	40.7913	-73.9717
16	16	3	40.7512	-74.0064
16	17	3	40.7244	-73.9977
16	18	3	40.7277	-73.9932
16	18	3	40.7531	-73.973
16	20	3	40.7588	-73.9612
16	20	3	40.7541	-73.9747
16	20	3	40.715	-74.0061
16	20	3	40.7587	-73.9689
16	21	3	40.7558	-73.9981
16	21	3	40.7516	-73.994
16	21	3	40.763	-73.9743
16	21	3	40.7785	-73.9574
16	22	3	40.7068	-74.0156
16	22	3	40.7155	-74.0054
16	24	3	40.7463	-73.985
16	27	3	40.751	-73.9923
16	28	3	40.7474	-73.9816
16	30	3	40.7188	-74.0053
16	30	3	40.7602	-73.9723
16	30	3	40.7509	-73.8631
16	30	3	40.7348	-73.9985
16	30	3	40.7462	-73.9819
16	31	3	40.6883	-73.9984
16	32	3	40.7626	-73.9718
16	32	3	40.7626	-73.9718
16	33	3	40.7142	-73.9889
16	34	3	40.7491	-73.9839
16	34	3	40.7188	-73.9518
16	34	3	40.7811	-73.9814
16	35	3	40.6445	-73.7828
16	38	3	40.7861	-73.955
16	39	3	40.7579	-73.9738
16	39	3	40.756	-73.9901
16	41	3	40.7626	-73.9756
16	41	3	40.7647	-73.9686
16	42	3	40.7644	-73.9558
16	43	3	40.7417	-73.9895
16	43	3	40.7265	-73.9972
16	44	3	40.7325	-73.976
16	46	3	40.7485	-73.9885
16	46	3	40.6953	-74.1786
16	46	3	40.7592	-73.9812
16	47	3	40.7613	-73.9794
16	47	3	40.6181	-74.0314
16	49	3	40.7595	-73.9774
16	50	3	40.7398	-73.9933
16	50	3	40.7664	-73.9918
16	51	3	40.7353	-74.0011
16	51	3	40.746	-73.9817
16	51	3	40.7573	-73.9821
16	52	3	40.7235	-74.0108
16	53	3	40.733	-73.9922
16	53	3	40.7371	-73.9886
16	54	3	40.7444	-73.973
16	54	3	40.6468	-73.7898
16	55	3	40.7715	-73.9607
16	55	3	40.8015	-73.9649
16	55	3	40.7379	-73.9808
16	55	3	40.73	-73.9976
16	56	3	40.7537	-73.9693
16	56	3	40.716	-74.0089
16	57	3	40.7666	-73.953
16	57	3	40.727	-73.9894
16	58	3	40.7714	-73.9659
16	59	3	40.764	-73.9558
17	00	3	40.7795	-73.9835
17	01	3	40.7227	-74.0013
17	04	3	40.7496	-73.9953
17	05	3	40.7305	-74.0019
17	05	3	40.7456	-73.9818
17	05	3	40.6872	-73.9614
17	06	3	40.7515	-73.9881
17	07	3	40.7431	-73.9791
17	08	3	40.7031	-74.0112
17	08	3	40.7733	-73.8857
17	08	3	40.7396	-74.004
17	09	3	40.7348	-73.989
17	09	3	40.7182	-74.0342
17	09	3	40.7182	-74.0342
17	11	3	40.7023	-74.0122
17	11	3	40.704	-73.9905
17	12	3	40.764	-73.9852
17	13	3	40.6417	-73.7887
17	14	3	40.7571	-73.9937
17	16	3	40.7516	-73.9517
17	17	3	40.7683	-73.9847
17	17	3	40.7235	-73.993
17	19	3	40.7603	-73.999
17	19	3	40.7515	-73.9758
17	20	3	40.6856	-73.9916
17	21	3	40.763	-73.9786
17	21	3	40.7338	-73.993
17	23	3	40.7273	-74.0006
17	24	3	40.7542	-73.9154
17	24	3	40.76	-73.9786
17	25	3	40.7075	-74.0066
17	26	3	40.7075	-74.0079
17	27	3	40.7683	-73.955
17	28	3	40.7488	-73.9844
17	28	3	40.7543	-73.9995
17	30	3	40.7366	-73.9816
17	31	3	40.6956	-74.1782
17	32	3	40.754	-73.9805
17	33	3	40.7415	-73.9956
17	33	3	40.7849	-73.9559
17	34	3	40.6907	-73.9854
17	35	3	40.7548	-73.9719
17	35	3	40.7277	-74.0074
17	36	3	40.7748	-73.9825
17	36	3	40.7204	-73.9966
17	37	3	40.9684	-73.7203
17	37	3	40.7414	-73.9852
17	37	3	40.7163	-74.0153
17	39	3	40.6983	-73.9935
17	40	3	40.7435	-73.9826
17	41	3	40.7501	-73.9833
17	41	3	40.7982	-73.9598
17	41	3	40.8835	-73.9061
17	41	3	40.6456	-73.7767
17	42	3	40.7727	-73.9586
17	44	3	40.7583	-73.9745
17	44	3	40.7486	-73.9844
17	44	3	40.7392	-73.9899
17	45	3	40.7635	-73.9713
17	45	3	40.7331	-74.0062
17	46	3	40.7455	-73.9935
